NL Site Number,File Start Date,File End Date,File Start Time,File End Time,File Severity,Average Length,File Duration,Hectometer Head,Hectometer Tail,Route Letter,Route Number,Route Description,Hectometering Direction,Trajectory From,Trajectory To,Cause Ground Detail,Route
3355990,2023-01-18,2023-01-18,07:31:25,07:33:00,4117.0,2600000.0,"1,583",139.7,137.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3358615,2023-01-19,2023-01-19,08:34:27,08:36:04,4527.0,2800000.0,"1,617",140.6,137.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3358648,2023-01-19,2023-01-19,08:37:27,08:42:01,12713.0,2784000.0,"4,567",139.5,136.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3358649,2023-01-19,2023-01-19,08:37:27,08:40:05,6583.0,2500000.0,"2,633",159.6,157.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3358682,2023-01-19,2023-01-19,08:42:27,09:02:02,68057.0,3475000.0,"19,583",159.8,157.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3358848,2023-01-19,2023-01-19,09:05:27,09:09:01,12963.0,3635000.0,"3,567",156.5,152.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3354110,2023-01-17,2023-01-17,08:55:30,08:57:00,3150.0,2100000.0,"1,500",140.0,137.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3354111,2023-01-17,2023-01-17,08:55:30,08:57:00,3000.0,2000000.0,"1,500",150.9,148.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3355662,2023-01-17,2023-01-17,18:03:28,18:18:00,42200.0,2904000.0,"14,533",118.8,115.9,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3357015,2023-01-18,2023-01-18,16:46:28,16:49:00,7347.0,2900000.0,"2,533",116.0,113.1,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3357454,2023-01-18,2023-01-18,17:54:28,17:56:00,5673.0,3700000.0,"1,533",139.5,135.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3353561,2023-01-17,2023-01-17,08:01:30,08:03:00,4650.0,3100000.0,"1,500",154.7,151.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3355048,2023-01-17,2023-01-17,16:53:30,17:21:03,127982.0,4645000.0,"27,550",137.6,134.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3357560,2023-01-18,2023-01-18,18:25:26,18:28:00,5423.0,2113000.0,"2,567",139.0,137.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3358628,2023-01-19,2023-01-19,08:35:28,08:37:00,4600.0,3000000.0,"1,533",159.7,156.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3353931,2023-01-17,2023-01-17,08:35:30,08:45:03,37290.0,3905000.0,"9,550",139.7,136.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3355724,2023-01-17,2023-01-17,18:19:28,18:21:00,4447.0,2900000.0,"1,533",134.3,131.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3355772,2023-01-17,2023-01-17,18:35:27,18:39:00,7547.0,2126000.0,"3,550",133.3,131.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3356004,2023-01-18,2023-01-18,07:34:25,07:43:00,22672.0,2641000.0,"8,583",139.7,135.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3357027,2023-01-18,2023-01-18,16:48:28,16:51:04,5380.0,2069000.0,"2,600",138.0,135.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3357106,2023-01-18,2023-01-18,16:59:28,17:01:00,3680.0,2400000.0,"1,533",139.9,137.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3357510,2023-01-18,2023-01-18,18:06:27,18:09:00,5100.0,2000000.0,"2,550",139.6,137.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3357563,2023-01-18,2023-01-18,18:28:27,18:30:03,3520.0,2200000.0,"1,600",138.5,136.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3359446,2023-01-19,2023-01-19,16:04:28,16:07:00,5827.0,2300000.0,"2,533",133.8,131.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3353663,2023-01-17,2023-01-17,08:10:30,08:12:00,3450.0,2300000.0,"1,500",133.6,131.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3353664,2023-01-17,2023-01-17,08:10:30,08:13:00,5617.0,2247000.0,"2,500",152.5,150.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3354031,2023-01-17,2023-01-17,08:47:30,08:58:00,26787.0,2551000.0,"10,500",152.5,150.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3354217,2023-01-17,2023-01-17,09:11:29,09:14:00,5485.0,2179000.0,"2,517",152.5,150.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3356808,2023-01-18,2023-01-18,16:14:28,16:47:00,135958.0,4179000.0,"32,533",118.6,114.8,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3357035,2023-01-18,2023-01-18,16:49:28,16:51:04,7040.0,4400000.0,"1,600",106.8,102.4,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3357036,2023-01-18,2023-01-18,16:49:28,16:53:00,10867.0,3075000.0,"3,533",115.5,112.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3357205,2023-01-18,2023-01-18,17:12:29,17:17:00,10895.0,2412000.0,"4,517",134.3,131.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3359820,2023-01-19,2023-01-19,16:57:29,16:59:01,5060.0,3300000.0,"1,533",135.3,132.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3353761,2023-01-17,2023-01-17,08:19:30,08:33:16,59197.0,4300000.0,"13,767",152.5,148.2,A,50,A50,ascending,Oss,Arnhem,Accident(s),E-A
3353854,2023-01-17,2023-01-17,08:28:31,08:30:04,3720.0,2400000.0,"1,550",159.7,157.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3355171,2023-01-17,2023-01-17,17:11:30,17:55:04,245507.0,5635000.0,"43,567",114.9,109.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3359487,2023-01-19,2023-01-19,16:11:30,16:13:00,3000.0,2000000.0,"1,500",100.2,98.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3359540,2023-01-19,2023-01-19,16:19:28,16:26:00,15977.0,2445000.0,"6,533",136.2,133.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3357745,2023-01-19,2023-01-19,06:35:23,06:40:02,10558.0,2271000.0,"4,650",95.7,93.6,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3353674,2023-01-17,2023-01-17,08:11:29,08:13:00,3033.0,2000000.0,"1,517",159.6,157.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3353762,2023-01-17,2023-01-17,08:19:30,08:22:00,5250.0,2100000.0,"2,500",96.2,94.1,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3355301,2023-01-17,2023-01-17,17:24:29,18:35:03,449167.0,6365000.0,"70,567",140.1,137.8,A,50,A50,ascending,Oss,Arnhem,Defective truck(s),E-A
3355958,2023-01-18,2023-01-18,07:23:25,08:20:01,264610.0,4675000.0,"56,600",153.1,150.7,A,50,A50,ascending,Oss,Arnhem,Accident(s),E-A
3356175,2023-01-18,2023-01-18,08:09:27,08:12:00,4515.0,1771000.0,"2,550",139.3,137.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3356892,2023-01-18,2023-01-18,16:25:28,16:33:00,21192.0,2813000.0,"7,533",135.0,131.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3356969,2023-01-18,2023-01-18,16:38:28,16:40:04,3680.0,2300000.0,"1,600",133.5,131.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3357123,2023-01-18,2023-01-18,17:01:28,17:47:00,186475.0,4095000.0,"45,533",139.4,136.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3359602,2023-01-19,2023-01-19,16:26:30,16:32:00,10847.0,1972000.0,"5,500",134.3,132.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3359793,2023-01-19,2023-01-19,16:53:29,17:08:00,40680.0,2802000.0,"14,517",139.9,137.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3359871,2023-01-19,2023-01-19,17:04:30,17:06:00,3150.0,2100000.0,"1,500",133.7,131.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3354863,2023-01-17,2023-01-17,16:27:28,16:44:00,79695.0,4820000.0,"16,533",140.1,136.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3354970,2023-01-17,2023-01-17,16:43:29,16:54:01,28970.0,2750000.0,"10,533",100.9,97.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3357058,2023-01-18,2023-01-18,16:51:28,17:04:00,35112.0,2801000.0,"12,533",137.1,134.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3359578,2023-01-19,2023-01-19,16:23:28,17:56:02,598883.0,6470000.0,"92,567",115.8,113.7,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3359836,2023-01-19,2023-01-19,16:59:29,17:04:00,11465.0,2538000.0,"4,517",134.8,131.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3359837,2023-01-19,2023-01-19,16:59:29,17:25:03,66678.0,2608000.0,"25,567",108.6,105.9,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3359911,2023-01-19,2023-01-19,17:10:30,17:26:00,46102.0,2974000.0,"15,500",136.7,134.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3354146,2023-01-17,2023-01-17,09:00:30,09:02:01,3185.0,2100000.0,"1,517",139.3,137.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3354147,2023-01-17,2023-01-17,09:00:30,09:06:00,13545.0,2463000.0,"5,500",152.5,150.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3354241,2023-01-17,2023-01-17,09:15:29,09:17:00,3033.0,2000000.0,"1,517",154.2,152.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3354748,2023-01-17,2023-01-17,16:05:28,16:17:00,33977.0,2946000.0,"11,533",136.7,134.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3354982,2023-01-17,2023-01-17,16:44:29,16:55:03,32425.0,3069000.0,"10,567",134.5,130.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3356106,2023-01-18,2023-01-18,07:55:26,08:05:03,33127.0,3445000.0,"9,617",145.9,142.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3356185,2023-01-18,2023-01-18,08:12:27,08:16:00,6217.0,1751000.0,"3,550",138.3,136.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3356270,2023-01-18,2023-01-18,08:29:28,08:32:00,7857.0,3101000.0,"2,533",159.6,156.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3357951,2023-01-19,2023-01-19,07:20:25,07:26:03,12190.0,2164000.0,"5,633",133.5,131.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3358344,2023-01-19,2023-01-19,08:03:27,08:12:02,35973.0,4191000.0,"8,583",140.0,135.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3358345,2023-01-19,2023-01-19,08:02:26,08:10:13,17987.0,2311000.0,"7,783",152.5,150.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3358562,2023-01-19,2023-01-19,08:27:27,08:31:03,8683.0,2412000.0,"3,600",152.5,150.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3354875,2023-01-17,2023-01-17,16:29:29,16:34:00,13650.0,3022000.0,"4,517",100.9,97.4,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3355428,2023-01-17,2023-01-17,17:37:29,17:40:04,8942.0,3461000.0,"2,583",108.5,104.8,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3358002,2023-01-19,2023-01-19,07:26:25,07:28:00,3483.0,2200000.0,"1,583",139.1,136.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3358418,2023-01-19,2023-01-19,08:11:27,08:31:04,97693.0,4980000.0,"19,617",140.3,136.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3358419,2023-01-19,2023-01-19,08:11:27,08:25:05,33383.0,2449000.0,"13,633",152.5,150.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3358605,2023-01-19,2023-01-19,08:32:28,08:35:05,7850.0,3000000.0,"2,617",140.2,137.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3358982,2023-01-19,2023-01-19,09:46:26,09:48:00,3133.0,2000000.0,"1,567",96.2,94.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3358988,2023-01-19,2023-01-19,09:49:26,09:53:00,9278.0,2601000.0,"3,567",96.2,93.6,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3353519,2023-01-17,2023-01-17,07:57:29,08:53:00,339015.0,6107000.0,"55,517",139.4,136.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3353699,2023-01-17,2023-01-17,08:13:30,08:18:00,11450.0,2544000.0,"4,500",152.5,150.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3353883,2023-01-17,2023-01-17,08:30:30,09:14:00,201767.0,4638000.0,"43,500",159.6,154.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3355102,2023-01-17,2023-01-17,17:01:28,17:08:00,32810.0,5022000.0,"6,533",115.9,110.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3358092,2023-01-19,2023-01-19,07:36:25,07:46:02,27375.0,2847000.0,"9,617",157.3,153.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3358093,2023-01-19,2023-01-19,07:36:25,08:04:01,129770.0,4702000.0,"27,600",141.3,138.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3358179,2023-01-19,2023-01-19,07:44:25,07:53:00,23880.0,2782000.0,"8,583",134.5,131.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3358312,2023-01-19,2023-01-19,07:59:26,08:04:01,9490.0,2071000.0,"4,583",134.1,132.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3353794,2023-01-17,2023-01-17,08:22:31,08:25:04,6375.0,2500000.0,"2,550",133.9,131.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3353796,2023-01-17,2023-01-17,08:22:31,08:25:04,5410.0,2122000.0,"2,550",96.1,94.0,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3363837,2023-01-23,2023-01-23,16:47:29,16:49:00,3488.0,2300000.0,"1,517",103.4,101.1,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3360206,2023-01-19,2023-01-19,17:47:30,17:56:03,29223.0,3418000.0,"8,550",112.1,109.1,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3363452,2023-01-23,2023-01-23,09:08:27,09:12:00,7547.0,2126000.0,"3,550",154.6,152.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3359946,2023-01-19,2023-01-19,17:16:31,17:19:00,5890.0,2372000.0,"2,483",140.2,137.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3360405,2023-01-19,2023-01-19,18:19:27,18:21:03,3520.0,2200000.0,"1,600",139.7,137.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3363846,2023-01-23,2023-01-23,16:49:29,17:32:01,207182.0,4871000.0,"42,533",114.5,112.0,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3360221,2023-01-19,2023-01-19,17:49:28,17:52:00,5130.0,2025000.0,"2,533",106.1,104.1,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3360315,2023-01-19,2023-01-19,18:01:29,18:04:00,5285.0,2100000.0,"2,517",133.1,131.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3361788,2023-01-20,2023-01-20,15:37:30,15:41:03,8165.0,2300000.0,"3,550",139.3,137.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3362792,2023-01-23,2023-01-23,07:25:25,07:37:00,31285.0,2701000.0,"11,583",137.4,135.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3363184,2023-01-23,2023-01-23,08:19:28,09:08:00,254242.0,5238000.0,"48,533",159.4,157.1,A,50,A50,ascending,Oss,Arnhem,Ongeval (met opruim/berging),E-A
3364448,2023-01-24,2023-01-24,07:29:26,07:40:03,31963.0,3011000.0,"10,617",137.2,133.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3364855,2023-01-24,2023-01-24,08:18:28,08:42:00,72687.0,3089000.0,"23,533",139.6,137.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3363012,2023-01-23,2023-01-23,07:57:26,07:59:00,3133.0,2000000.0,"1,567",139.6,137.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3363097,2023-01-23,2023-01-23,08:08:27,08:11:02,5955.0,2305000.0,"2,583",139.5,137.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3363705,2023-01-23,2023-01-23,16:14:28,16:56:02,166952.0,4016000.0,"41,567",116.9,112.7,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3363919,2023-01-23,2023-01-23,17:02:30,17:06:00,8747.0,2499000.0,"3,500",102.1,99.4,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3360336,2023-01-19,2023-01-19,18:04:28,18:07:00,8813.0,3479000.0,"2,533",113.6,110.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3364830,2023-01-24,2023-01-24,08:15:28,08:21:03,13528.0,2423000.0,"5,583",135.9,133.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3365117,2023-01-24,2023-01-24,08:49:27,09:00:05,30015.0,2823000.0,"10,633",157.8,155.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3360155,2023-01-19,2023-01-19,17:42:29,17:45:04,5495.0,2127000.0,"2,583",107.8,105.7,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3362949,2023-01-23,2023-01-23,07:48:26,07:54:00,16642.0,2990000.0,"5,567",159.6,157.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3363107,2023-01-23,2023-01-23,08:09:27,08:15:03,14637.0,2614000.0,"5,600",157.0,154.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3365568,2023-01-24,2023-01-24,16:17:29,16:20:03,10940.0,4262000.0,"2,567",118.1,113.8,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3365604,2023-01-24,2023-01-24,16:23:28,16:36:03,42012.0,3339000.0,"12,583",140.2,137.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3360434,2023-01-19,2023-01-19,18:27:28,18:29:00,3680.0,2400000.0,"1,533",139.6,137.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3365900,2023-01-24,2023-01-24,17:12:29,17:48:00,211365.0,5951000.0,"35,517",114.0,108.7,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3362957,2023-01-23,2023-01-23,07:49:26,07:55:04,16200.0,2876000.0,"5,633",139.7,137.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3363886,2023-01-23,2023-01-23,16:56:28,16:58:00,3220.0,2100000.0,"1,533",120.2,118.1,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3363887,2023-01-23,2023-01-23,16:56:28,17:01:02,10100.0,2212000.0,"4,567",140.2,138.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3365701,2023-01-24,2023-01-24,16:40:29,16:49:00,20333.0,2387000.0,"8,517",135.0,131.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3360259,2023-01-19,2023-01-19,17:54:28,18:31:00,171167.0,4685000.0,"36,533",140.8,138.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3365550,2023-01-24,2023-01-24,16:14:29,16:16:00,3792.0,2500000.0,"1,517",120.2,117.7,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3365587,2023-01-24,2023-01-24,16:20:29,17:00:05,131797.0,3328000.0,"39,600",117.3,114.6,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3365873,2023-01-24,2023-01-24,17:08:29,17:12:00,9577.0,2723000.0,"3,517",114.9,112.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3366140,2023-01-24,2023-01-24,17:39:29,17:42:00,5360.0,2130000.0,"2,517",105.2,103.1,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3366241,2023-01-24,2023-01-24,17:55:29,18:00:05,10500.0,2283000.0,"4,600",115.8,113.6,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3364120,2023-01-23,2023-01-23,17:41:29,17:44:00,5285.0,2100000.0,"2,517",120.2,118.1,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3360090,2023-01-19,2023-01-19,17:33:29,17:35:03,4857.0,3100000.0,"1,567",115.4,112.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3363047,2023-01-23,2023-01-23,08:01:26,08:04:01,5473.0,2119000.0,"2,583",96.1,94.1,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3363053,2023-01-23,2023-01-23,08:02:27,08:05:03,5373.0,2067000.0,"2,600",139.5,137.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3365713,2023-01-24,2023-01-24,16:42:29,17:07:00,109765.0,4477000.0,"24,517",116.2,113.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3365808,2023-01-24,2023-01-24,16:57:29,17:20:04,83742.0,3708000.0,"22,583",139.6,137.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3366062,2023-01-24,2023-01-24,17:31:29,17:33:00,4398.0,2900000.0,"1,517",108.0,105.1,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3364212,2023-01-23,2023-01-23,18:05:28,18:07:00,3833.0,2500000.0,"1,533",114.0,111.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3364522,2023-01-24,2023-01-24,07:40:26,08:05:03,84945.0,3451000.0,"24,617",139.4,136.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
