NL Site Number,File Start Date,File End Date,File Start Time,File End Time,File Severity,Average Length,File Duration,Hectometer Head,Hectometer Tail,Route Letter,Route Number,Route Description,Hectometering Direction,Trajectory From,Trajectory To,Cause Ground Detail,Route
3372878,2023-01-30,2023-01-30,16:41:31,16:43:00,3412.0,2300000.0,"1,483",139.6,137.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3366677,2023-01-25,2023-01-25,08:16:27,08:18:00,5735.0,3700000.0,"1,550",140.2,136.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3369024,2023-01-26,2023-01-26,09:25:27,09:34:01,24352.0,2843000.0,"8,567",154.8,152.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3372987,2023-01-30,2023-01-30,16:58:31,17:34:00,119702.0,3373000.0,"35,483",139.7,134.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3373074,2023-01-30,2023-01-30,17:14:31,17:21:00,16705.0,2577000.0,"6,483",135.3,133.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3366597,2023-01-25,2023-01-25,07:54:26,08:06:00,32628.0,2821000.0,"11,567",136.7,132.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3367236,2023-01-25,2023-01-25,16:37:29,16:39:00,3488.0,2300000.0,"1,517",97.5,95.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3367237,2023-01-25,2023-01-25,16:37:29,16:39:00,3033.0,2000000.0,"1,517",134.8,132.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3367328,2023-01-25,2023-01-25,16:51:29,17:11:00,75120.0,3849000.0,"19,517",113.5,111.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3367604,2023-01-25,2023-01-25,17:30:29,17:32:00,3792.0,2500000.0,"1,517",110.6,108.1,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3368941,2023-01-26,2023-01-26,09:07:27,09:43:00,194562.0,5473000.0,"35,550",140.1,136.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3369716,2023-01-26,2023-01-26,16:57:29,17:00:04,5592.0,2165000.0,"2,583",139.7,137.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3372922,2023-01-30,2023-01-30,16:47:32,16:49:00,3080.0,2100000.0,"1,467",139.5,137.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3366598,2023-01-25,2023-01-25,07:54:26,08:04:00,23038.0,2408000.0,"9,567",96.0,93.6,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3367142,2023-01-25,2023-01-25,16:19:28,16:29:00,27152.0,2848000.0,"9,533",103.3,98.8,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3367243,2023-01-25,2023-01-25,16:38:29,16:46:01,18498.0,2456000.0,"7,533",100.6,98.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3367972,2023-01-26,2023-01-26,07:02:25,07:16:00,32098.0,2363000.0,"13,583",134.9,132.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3367976,2023-01-26,2023-01-26,07:05:24,09:17:00,1055183.0,8018000.0,"131,600",140.4,138.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3368186,2023-01-26,2023-01-26,07:42:26,07:44:00,5797.0,3700000.0,"1,567",140.2,136.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3372865,2023-01-30,2023-01-30,16:39:30,16:46:00,17640.0,2714000.0,"6,500",110.5,108.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3371906,2023-01-30,2023-01-30,07:46:28,07:56:00,25660.0,2692000.0,"9,533",139.5,137.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3367249,2023-01-25,2023-01-25,16:39:29,16:43:00,7572.0,2153000.0,"3,517",134.1,132.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3373001,2023-01-30,2023-01-30,17:00:29,17:10:03,27700.0,2895000.0,"9,567",135.9,133.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3372097,2023-01-30,2023-01-30,08:10:29,08:16:02,17743.0,3197000.0,"5,550",156.9,152.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3367345,2023-01-25,2023-01-25,16:54:29,16:56:00,5005.0,3300000.0,"1,517",140.1,136.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3371804,2023-01-30,2023-01-30,07:32:28,07:48:00,44037.0,2835000.0,"15,533",137.8,134.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3371881,2023-01-30,2023-01-30,07:43:28,07:46:00,5655.0,2232000.0,"2,533",139.7,137.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3371989,2023-01-30,2023-01-30,07:56:28,07:59:00,6027.0,2379000.0,"2,533",135.8,133.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3372098,2023-01-30,2023-01-30,08:10:29,08:15:04,9540.0,2081000.0,"4,583",139.9,137.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3372136,2023-01-30,2023-01-30,08:16:29,08:18:00,3337.0,2200000.0,"1,517",139.5,137.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3343465,2023-01-10,2023-01-10,08:03:30,08:06:03,5538.0,2172000.0,"2,550",136.2,134.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3343419,2023-01-10,2023-01-10,07:57:30,07:59:00,3000.0,2000000.0,"1,500",138.9,136.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3343495,2023-01-10,2023-01-10,08:07:30,08:10:06,5665.0,2179000.0,"2,600",152.5,150.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3341977,2023-01-09,2023-01-09,08:06:29,08:09:00,5173.0,2056000.0,"2,517",158.0,156.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3342932,2023-01-09,2023-01-09,17:48:31,17:52:00,7828.0,2247000.0,"3,483",107.1,104.8,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3343435,2023-01-10,2023-01-10,07:59:29,08:05:04,14297.0,2561000.0,"5,583",159.6,157.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3343586,2023-01-10,2023-01-10,08:19:30,08:26:03,15922.0,2431000.0,"6,550",152.5,150.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3341679,2023-01-09,2023-01-09,07:29:28,07:37:00,18878.0,2506000.0,"7,533",134.5,131.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3342348,2023-01-09,2023-01-09,09:04:30,09:06:00,3450.0,2300000.0,"1,500",139.4,137.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3342641,2023-01-09,2023-01-09,16:37:31,17:48:00,408503.0,5796000.0,"70,483",117.2,114.7,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3344529,2023-01-10,2023-01-10,16:47:32,16:50:03,5537.0,2200000.0,"2,517",139.9,137.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3341879,2023-01-09,2023-01-09,07:54:29,08:02:01,21920.0,2910000.0,"7,533",139.3,137.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3342047,2023-01-09,2023-01-09,08:14:30,08:59:06,163975.0,3677000.0,"44,600",136.8,135.0,A,50,A50,ascending,Oss,Arnhem,Accident(s),E-A
3342353,2023-01-09,2023-01-09,09:06:30,09:10:04,7393.0,2073000.0,"3,567",138.4,136.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3343162,2023-01-10,2023-01-10,07:24:27,08:32:00,176792.0,2617000.0,"67,550",96.2,94.1,A,50,A50,ascending,Eindhoven,Oss,Defective vehicle(s),E-A
3343245,2023-01-10,2023-01-10,07:36:28,07:38:00,3067.0,2000000.0,"1,533",140.1,138.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3343554,2023-01-10,2023-01-10,08:15:30,08:17:00,4050.0,2700000.0,"1,500",159.6,156.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3342693,2023-01-09,2023-01-09,16:55:31,16:57:00,3263.0,2200000.0,"1,483",101.5,99.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3345085,2023-01-10,2023-01-10,17:39:31,17:49:01,30297.0,3189000.0,"9,500",135.4,131.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3342741,2023-01-09,2023-01-09,17:11:31,17:15:03,11237.0,3180000.0,"3,533",115.8,112.9,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3342783,2023-01-09,2023-01-09,17:20:32,17:22:00,2933.0,2000000.0,"1,467",108.2,106.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3342891,2023-01-09,2023-01-09,17:39:31,18:05:02,91533.0,3587000.0,"25,517",115.8,113.6,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3343257,2023-01-10,2023-01-10,07:38:28,07:48:00,28353.0,2974000.0,"9,533",136.4,132.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3343569,2023-01-10,2023-01-10,08:17:30,08:19:00,4650.0,3100000.0,"1,500",159.2,156.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3343776,2023-01-10,2023-01-10,08:39:30,08:42:00,5877.0,2351000.0,"2,500",152.5,150.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3345013,2023-01-10,2023-01-10,17:32:31,17:39:01,18242.0,2806000.0,"6,500",134.8,131.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3345134,2023-01-10,2023-01-10,17:44:31,17:46:01,3000.0,2000000.0,"1,500",108.3,106.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3345286,2023-01-10,2023-01-10,18:03:31,18:05:04,3565.0,2300000.0,"1,550",117.8,115.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3341505,2023-01-08,2023-01-08,12:05:26,15:14:47,602987.0,3185000.0,"189,350",135.3,133.4,A,50,A50,ascending,Oss,Arnhem,Defecte vrachtwagen (met opruim/berging),E-A
3345328,2023-01-10,2023-01-10,18:09:31,18:14:00,13090.0,2920000.0,"4,483",109.3,106.0,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3345367,2023-01-10,2023-01-10,18:15:30,18:19:00,7715.0,2204000.0,"3,500",114.0,112.0,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3345309,2023-01-10,2023-01-10,18:06:31,18:11:01,14495.0,3221000.0,"4,500",115.3,112.4,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3343287,2023-01-10,2023-01-10,07:42:29,07:44:00,3640.0,2400000.0,"1,517",139.4,137.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3343376,2023-01-10,2023-01-10,07:52:29,07:57:00,13630.0,3018000.0,"4,517",134.8,131.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3344402,2023-01-10,2023-01-10,16:32:31,16:55:04,46592.0,2066000.0,"22,550",133.7,131.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3340282,2023-01-04,2023-01-04,08:06:27,08:53:39,157195.0,3330000.0,"47,200",111.3,109.0,A,50,A50,ascending,Eindhoven,Oss,Defective truck(s),E-A
3343133,2023-01-10,2023-01-10,07:19:27,07:21:01,3603.0,2300000.0,"1,567",135.2,132.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3343292,2023-01-10,2023-01-10,07:43:28,08:41:03,235868.0,4096000.0,"57,583",159.6,156.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3343293,2023-01-10,2023-01-10,07:43:28,07:47:00,8040.0,2275000.0,"3,533",154.7,152.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3344448,2023-01-10,2023-01-10,16:37:31,16:44:00,17860.0,2755000.0,"6,483",110.9,108.4,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3344543,2023-01-10,2023-01-10,16:48:32,16:50:03,3185.0,2100000.0,"1,517",117.4,115.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3344544,2023-01-10,2023-01-10,16:48:32,16:53:01,8167.0,1822000.0,"4,483",107.4,105.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3344597,2023-01-10,2023-01-10,16:54:32,16:56:00,3227.0,2200000.0,"1,467",139.5,137.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3344678,2023-01-10,2023-01-10,17:02:32,17:11:03,24303.0,2854000.0,"8,517",136.0,133.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3344750,2023-01-10,2023-01-10,17:09:31,17:13:00,7833.0,2249000.0,"3,483",114.4,112.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3344875,2023-01-10,2023-01-10,17:21:33,17:33:01,36133.0,3151000.0,"11,467",107.9,105.8,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3340877,2023-01-05,2023-01-05,17:29:30,18:22:02,280182.0,5333000.0,"52,533",120.3,114.2,A,50,A50,ascending,Eindhoven,Oss,Accident(s),E-A
3344365,2023-01-10,2023-01-10,16:28:31,16:36:00,25615.0,3423000.0,"7,483",114.6,111.9,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3344505,2023-01-10,2023-01-10,16:45:32,18:07:01,504243.0,6188000.0,"81,483",113.6,110.0,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3345151,2023-01-10,2023-01-10,17:46:32,17:49:01,5215.0,2100000.0,"2,483",107.9,105.8,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3346310,2023-01-11,2023-01-11,16:17:32,16:23:00,15067.0,2756000.0,"5,467",134.6,131.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3344514,2023-01-10,2023-01-10,16:46:32,16:48:00,2787.0,1900000.0,"1,467",108.0,106.1,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3344611,2023-01-10,2023-01-10,16:55:31,16:58:01,5750.0,2300000.0,"2,500",98.4,96.1,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3344650,2023-01-10,2023-01-10,16:59:31,17:28:00,68512.0,2405000.0,"28,483",104.0,101.7,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3344685,2023-01-10,2023-01-10,17:03:32,18:07:01,296075.0,4664000.0,"63,483",140.1,137.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3344891,2023-01-10,2023-01-10,17:22:32,17:32:00,28755.0,3038000.0,"9,467",120.2,117.9,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3345035,2023-01-10,2023-01-10,17:34:32,17:40:04,23137.0,4181000.0,"5,533",111.0,106.6,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3345036,2023-01-10,2023-01-10,17:34:32,17:42:01,17782.0,2376000.0,"7,483",103.5,100.4,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3345115,2023-01-10,2023-01-10,17:42:31,17:44:00,4450.0,3000000.0,"1,483",108.9,105.9,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3345200,2023-01-10,2023-01-10,17:52:31,17:54:00,2967.0,2000000.0,"1,483",120.2,118.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3345346,2023-01-10,2023-01-10,18:13:31,18:34:00,76090.0,3715000.0,"20,483",118.4,116.1,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3344234,2023-01-10,2023-01-10,16:06:31,16:20:04,34323.0,2533000.0,"13,550",136.7,134.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3344473,2023-01-10,2023-01-10,16:40:31,16:44:01,8647.0,2470000.0,"3,500",102.9,100.7,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3373662,2023-01-31,2023-01-31,07:34:28,07:38:00,8132.0,2301000.0,"3,533",139.5,137.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3374021,2023-01-31,2023-01-31,08:15:30,08:21:02,14910.0,2695000.0,"5,533",139.1,136.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3374022,2023-01-31,2023-01-31,08:15:30,08:17:00,3150.0,2100000.0,"1,500",159.6,157.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3374482,2023-01-31,2023-01-31,09:17:28,09:22:00,11607.0,2560000.0,"4,533",152.5,150.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3374976,2023-01-31,2023-01-31,16:43:32,16:45:03,5157.0,3400000.0,"1,517",115.7,112.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3374990,2023-01-31,2023-01-31,16:46:30,16:48:00,3900.0,2600000.0,"1,500",114.6,112.0,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3374991,2023-01-31,2023-01-31,16:46:30,16:48:00,3000.0,2000000.0,"1,500",120.2,118.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3375155,2023-01-31,2023-01-31,17:08:32,17:15:03,15360.0,2357000.0,"6,517",95.6,93.6,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3373356,2023-01-30,2023-01-30,18:03:30,18:11:01,23078.0,3070000.0,"7,517",135.7,131.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3373247,2023-01-30,2023-01-30,17:40:29,17:44:00,13137.0,3736000.0,"3,517",139.7,135.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3373940,2023-01-31,2023-01-31,08:05:29,08:24:00,54468.0,2942000.0,"18,517",139.5,137.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3374313,2023-01-31,2023-01-31,08:46:29,08:51:03,13310.0,2915000.0,"4,567",159.7,157.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3374402,2023-01-31,2023-01-31,08:59:30,09:05:03,14310.0,2578000.0,"5,550",144.5,142.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3375170,2023-01-31,2023-01-31,17:10:32,17:13:00,6403.0,2596000.0,"2,467",112.2,109.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3375345,2023-01-31,2023-01-31,17:33:32,18:05:03,176818.0,5610000.0,"31,517",139.6,136.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3375413,2023-01-31,2023-01-31,17:42:32,17:44:00,5720.0,3900000.0,"1,467",113.8,109.9,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3373372,2023-01-30,2023-01-30,18:07:28,18:09:00,3680.0,2400000.0,"1,533",139.7,137.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3373854,2023-01-31,2023-01-31,07:56:29,08:01:01,10408.0,2296000.0,"4,533",150.4,147.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3374041,2023-01-31,2023-01-31,08:17:30,09:00:05,107953.0,2535000.0,"42,583",152.5,150.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3374142,2023-01-31,2023-01-31,08:28:30,08:30:04,3760.0,2400000.0,"1,567",133.9,131.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3374409,2023-01-31,2023-01-31,09:00:28,09:17:00,42697.0,2582000.0,"16,533",152.5,150.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3374504,2023-01-31,2023-01-31,09:22:29,09:27:00,11743.0,2600000.0,"4,517",152.5,150.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3374505,2023-01-31,2023-01-31,09:23:30,09:25:04,3917.0,2500000.0,"1,567",154.2,151.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3374790,2023-01-31,2023-01-31,16:10:31,17:36:00,633767.0,7414000.0,"85,483",140.1,138.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3375280,2023-01-31,2023-01-31,17:24:31,17:28:00,12052.0,3460000.0,"3,483",113.9,110.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3373164,2023-01-30,2023-01-30,17:28:31,17:31:01,5000.0,2000000.0,"2,500",115.3,113.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3373679,2023-01-31,2023-01-31,07:36:27,07:43:00,17893.0,2732000.0,"6,550",134.9,131.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3373777,2023-01-31,2023-01-31,07:48:28,07:50:03,6175.0,3900000.0,"1,583",134.9,131.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3373778,2023-01-31,2023-01-31,07:48:28,07:52:00,11337.0,3208000.0,"3,533",159.6,156.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3374507,2023-01-31,2023-01-31,09:24:27,09:27:00,4430.0,1737000.0,"2,550",147.4,145.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3375287,2023-01-31,2023-01-31,17:25:30,18:02:00,212713.0,5828000.0,"36,500",120.2,118.0,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3373595,2023-01-31,2023-01-31,07:24:27,09:33:00,912703.0,7100000.0,"128,550",154.4,152.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3373599,2023-01-31,2023-01-31,07:25:25,07:29:00,7708.0,2151000.0,"3,583",133.3,131.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3373271,2023-01-30,2023-01-30,17:44:31,18:00:04,47993.0,3086000.0,"15,550",138.8,133.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3373278,2023-01-30,2023-01-30,17:46:31,17:58:00,35342.0,3078000.0,"11,483",140.3,137.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3374524,2023-01-31,2023-01-31,09:29:27,09:32:00,6213.0,2437000.0,"2,550",152.5,150.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3375192,2023-01-31,2023-01-31,17:14:32,17:16:02,3300.0,2200000.0,"1,500",115.5,113.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3375370,2023-01-31,2023-01-31,17:36:30,17:39:00,5328.0,2131000.0,"2,500",133.5,131.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3373971,2023-01-31,2023-01-31,08:09:29,08:13:01,8135.0,2302000.0,"3,533",159.7,157.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3375154,2023-01-31,2023-01-31,17:08:32,17:12:01,13238.0,3800000.0,"3,483",139.8,136.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3375516,2023-01-31,2023-01-31,18:04:31,18:08:00,9503.0,2728000.0,"3,483",139.7,137.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3373798,2023-01-31,2023-01-31,07:50:27,07:53:00,5645.0,2214000.0,"2,550",133.9,131.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3374535,2023-01-31,2023-01-31,09:33:29,09:44:00,30115.0,2864000.0,"10,517",154.4,152.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3374821,2023-01-31,2023-01-31,16:16:31,17:05:03,233402.0,4809000.0,"48,533",115.7,113.6,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3373520,2023-01-31,2023-01-31,07:08:26,07:15:02,18025.0,2731000.0,"6,600",139.6,137.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3373711,2023-01-31,2023-01-31,07:41:28,08:10:03,127165.0,4449000.0,"28,583",140.2,137.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3374170,2023-01-31,2023-01-31,08:31:28,08:33:00,3220.0,2100000.0,"1,533",145.3,143.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3374091,2023-01-31,2023-01-31,08:23:29,08:25:03,3133.0,2000000.0,"1,567",147.3,145.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3375393,2023-01-31,2023-01-31,17:39:32,17:42:00,6088.0,2468000.0,"2,467",119.2,116.7,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3375533,2023-01-31,2023-01-31,18:08:30,18:11:00,9423.0,3769000.0,"2,500",139.6,135.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3373725,2023-01-31,2023-01-31,07:43:28,07:58:00,37687.0,2593000.0,"14,533",152.5,150.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
