,NL Site Number,File Start Date,File End Date,File Start Time,File End Time,File Severity,Average Length,File Duration,Hectometer Head,Hectometer Tail,Route Letter,Route Number,Route Description,Hectometering Direction,Trajectory From,Trajectory To,Cause Ground Detail,Month,route
3753,3246510,2022-10-28,2022-10-28,18:20:28,18:25:01,15083.0,3315000.0,"4,550",163.3,166.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3754,3248514,2022-10-31,2022-10-31,16:19:27,16:22:00,5518.0,2164000.0,"2,550",164.4,166.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3755,3246279,2022-10-28,2022-10-28,17:26:29,18:16:00,209058.0,4222000.0,"49,517",164.4,168.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3756,3246520,2022-10-28,2022-10-28,18:24:28,18:26:01,3255.0,2100000.0,"1,550",181.8,183.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3757,3247134,2022-10-30,2022-10-30,15:30:26,15:35:01,21028.0,4588000.0,"4,583",164.6,169.1,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),11,E-D
3758,3247138,2022-10-30,2022-10-30,15:35:26,15:37:00,5013.0,3200000.0,"1,567",166.5,169.7,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),11,E-D
3759,3248955,2022-10-31,2022-10-31,17:22:28,18:09:00,114667.0,2464000.0,"46,533",166.0,168.1,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3760,3243472,2022-10-27,2022-10-27,16:24:28,16:26:02,3133.0,2000000.0,"1,567",164.0,166.0,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3761,3244736,2022-10-28,2022-10-28,11:58:27,12:42:00,181923.0,4177000.0,"43,550",179.2,183.1,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),11,E-D
3762,3244913,2022-10-28,2022-10-28,13:11:27,13:13:01,5170.0,3300000.0,"1,567",179.5,182.8,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),11,E-D
3763,3245470,2022-10-28,2022-10-28,15:35:28,16:32:01,218170.0,3858000.0,"56,550",164.4,166.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3764,3246525,2022-10-28,2022-10-28,18:26:27,18:32:01,13268.0,2384000.0,"5,567",164.4,167.3,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3765,3247207,2022-10-30,2022-10-30,17:16:25,17:20:01,9023.0,2506000.0,"3,600",163.8,166.5,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),11,E-D
3766,3247528,2022-10-31,2022-10-31,07:31:25,07:33:00,3167.0,2000000.0,"1,583",164.4,166.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3767,3247534,2022-10-31,2022-10-31,07:32:25,07:34:02,3395.0,2100000.0,"1,617",181.3,183.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3768,3244523,2022-10-28,2022-10-28,10:01:26,10:08:03,18900.0,2856000.0,"6,617",164.3,166.5,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),11,E-D
3769,3244920,2022-10-28,2022-10-28,13:13:27,13:36:02,66825.0,2959000.0,"22,583",163.5,168.0,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),11,E-D
3770,3249284,2022-10-31,2022-10-31,18:19:27,18:21:00,3255.0,2100000.0,"1,550",166.1,168.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3771,3247238,2022-10-30,2022-10-30,18:13:24,18:35:00,74350.0,3442000.0,"21,600",171.4,175.5,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),11,E-D
3772,3247243,2022-10-30,2022-10-30,18:26:24,19:19:37,197303.0,3708000.0,"53,217",171.3,174.4,A,2,A2,descending,Maastricht,Eindhoven,,11,E-D
3773,3247407,2022-10-31,2022-10-31,07:07:24,07:13:01,15167.0,2700000.0,"5,617",164.7,167.1,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3774,3247813,2022-10-31,2022-10-31,08:12:26,08:21:01,31897.0,3716000.0,"8,583",179.1,183.3,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3775,3244535,2022-10-28,2022-10-28,10:12:26,10:16:01,10545.0,2943000.0,"3,583",164.4,166.9,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),11,E-D
3776,3247245,2022-10-30,2022-10-30,18:32:24,19:34:00,235143.0,3817000.0,"61,600",163.5,165.7,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),11,E-D
3777,3247494,2022-10-31,2022-10-31,07:26:25,07:33:00,29907.0,4543000.0,"6,583",178.9,181.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3778,3247591,2022-10-31,2022-10-31,07:40:25,07:42:00,3167.0,2000000.0,"1,583",180.5,182.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3779,3247629,2022-10-31,2022-10-31,07:45:25,07:47:00,2533.0,1600000.0,"1,583",181.8,183.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3780,3247702,2022-10-31,2022-10-31,07:55:26,07:58:00,5565.0,2168000.0,"2,567",164.0,166.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3781,3247870,2022-10-31,2022-10-31,08:21:26,08:29:00,18042.0,2384000.0,"7,567",181.4,183.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3782,3243571,2022-10-27,2022-10-27,16:36:28,16:38:01,4340.0,2800000.0,"1,550",164.3,167.1,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3783,3244542,2022-10-28,2022-10-28,10:17:27,10:20:01,5647.0,2200000.0,"2,567",166.6,168.8,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),11,E-D
3784,3246548,2022-10-28,2022-10-28,18:54:27,18:59:00,10758.0,2364000.0,"4,550",164.5,166.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3785,3249266,2022-10-31,2022-10-31,18:09:27,18:15:01,12983.0,2332000.0,"5,567",165.8,168.1,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3786,3247424,2022-10-31,2022-10-31,07:14:24,07:21:00,21725.0,3292000.0,"6,600",164.3,168.0,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3787,3248260,2022-10-31,2022-10-31,13:11:27,13:13:00,3720.0,2400000.0,"1,550",164.3,166.7,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),11,E-D
3788,3248364,2022-10-31,2022-10-31,15:39:27,15:45:02,21068.0,3773000.0,"5,583",163.7,166.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3789,3244544,2022-10-28,2022-10-28,10:20:26,11:29:00,304060.0,4435000.0,"68,567",163.9,166.1,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),11,E-D
3790,3243499,2022-10-27,2022-10-27,16:28:28,16:30:02,3917.0,2500000.0,"1,567",163.6,166.1,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3791,3244941,2022-10-28,2022-10-28,13:20:27,14:03:00,181393.0,4263000.0,"42,550",175.9,180.7,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),11,E-D
3792,3247433,2022-10-31,2022-10-31,07:16:24,07:22:00,16135.0,2881000.0,"5,600",173.9,176.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3793,3247477,2022-10-31,2022-10-31,07:24:25,07:26:01,4800.0,3000000.0,"1,600",178.5,181.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3794,3247961,2022-10-31,2022-10-31,08:34:26,08:38:02,7560.0,2100000.0,"3,600",176.2,178.3,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3795,3248531,2022-10-31,2022-10-31,16:22:28,16:25:02,5903.0,2300000.0,"2,567",164.3,166.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3796,3248602,2022-10-31,2022-10-31,16:34:28,16:37:01,5518.0,2164000.0,"2,550",164.0,166.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3797,3248639,2022-10-31,2022-10-31,16:40:28,16:42:00,3067.0,2000000.0,"1,533",164.0,166.0,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3798,3236326,2022-10-21,2022-10-21,16:54:28,16:56:00,3220.0,2100000.0,"1,533",162.8,164.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3799,3237986,2022-10-24,2022-10-24,10:32:26,10:39:00,16562.0,2522000.0,"6,567",164.4,166.5,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),11,E-D
3800,3239137,2022-10-25,2022-10-25,07:08:24,07:23:00,47832.0,3276000.0,"14,600",163.5,166.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3801,3239189,2022-10-25,2022-10-25,07:27:25,07:29:00,3325.0,2100000.0,"1,583",176.3,178.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3802,3239971,2022-10-25,2022-10-25,15:49:27,15:54:01,17187.0,3764000.0,"4,567",163.0,166.8,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3803,3235718,2022-10-21,2022-10-21,15:46:28,15:48:01,3410.0,2200000.0,"1,550",178.3,180.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3804,3235822,2022-10-21,2022-10-21,15:59:28,16:05:03,23720.0,4248000.0,"5,583",163.5,168.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3805,3236036,2022-10-21,2022-10-21,16:24:28,16:27:01,5610.0,2200000.0,"2,550",181.7,183.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3806,3236223,2022-10-21,2022-10-21,16:45:28,16:48:01,5722.0,2244000.0,"2,550",167.1,169.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3807,3237990,2022-10-24,2022-10-24,10:43:26,10:49:00,15072.0,2707000.0,"5,567",164.5,166.6,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),11,E-D
3808,3239194,2022-10-25,2022-10-25,07:29:25,07:31:00,3325.0,2100000.0,"1,583",176.6,178.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3809,3236535,2022-10-21,2022-10-21,17:18:28,17:24:01,18560.0,3344000.0,"5,550",163.8,167.0,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3810,3237994,2022-10-24,2022-10-24,10:49:26,10:51:00,3603.0,2300000.0,"1,567",166.8,169.1,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),11,E-D
3811,3237996,2022-10-24,2022-10-24,10:54:26,11:18:00,98110.0,4163000.0,"23,567",163.6,166.4,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),11,E-D
3812,3238198,2022-10-24,2022-10-24,15:02:27,15:04:00,3410.0,2200000.0,"1,550",164.3,166.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3813,3238249,2022-10-24,2022-10-24,15:39:27,15:43:00,9745.0,2745000.0,"3,550",162.4,165.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3814,3239146,2022-10-25,2022-10-25,07:15:24,07:19:00,10603.0,2945000.0,"3,600",175.7,178.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3815,3239204,2022-10-25,2022-10-25,07:33:25,07:52:02,39693.0,2132000.0,"18,617",177.9,180.0,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3816,3239391,2022-10-25,2022-10-25,08:09:27,08:11:00,3875.0,2500000.0,"1,550",163.9,166.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3817,3239986,2022-10-25,2022-10-25,15:55:27,16:00:02,15580.0,3399000.0,"4,583",164.7,167.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3818,3235325,2022-10-21,2022-10-21,14:20:28,14:33:00,40112.0,3200000.0,"12,533",164.2,167.8,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),11,E-D
3819,3235421,2022-10-21,2022-10-21,14:48:28,15:23:02,118865.0,3439000.0,"34,567",162.0,164.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3820,3236138,2022-10-21,2022-10-21,16:36:28,16:43:01,21175.0,3233000.0,"6,550",164.4,168.3,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3821,3235637,2022-10-21,2022-10-21,15:35:28,15:48:00,37330.0,2978000.0,"12,533",163.9,166.3,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3822,3235738,2022-10-21,2022-10-21,15:48:28,15:56:01,26670.0,3532000.0,"7,550",164.4,168.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3823,3238213,2022-10-24,2022-10-24,15:15:27,15:21:00,13948.0,2513000.0,"5,550",164.4,166.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3824,3238259,2022-10-24,2022-10-24,15:43:27,15:45:02,3325.0,2100000.0,"1,583",163.5,165.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3825,3236054,2022-10-21,2022-10-21,16:27:28,16:36:02,27792.0,3244000.0,"8,567",164.3,166.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3826,3237805,2022-10-24,2022-10-24,07:59:26,08:09:01,25347.0,2645000.0,"9,583",163.7,166.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3827,3239114,2022-10-25,2022-10-25,06:47:23,07:03:00,56713.0,3632000.0,"15,617",162.0,165.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3828,3239164,2022-10-25,2022-10-25,07:21:25,07:23:00,3167.0,2000000.0,"1,583",174.5,176.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3829,3241557,2022-10-26,2022-10-26,15:49:27,15:51:01,3447.0,2200000.0,"1,567",164.6,166.8,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3830,3241457,2022-10-26,2022-10-26,15:13:27,15:18:00,11480.0,2523000.0,"4,550",164.2,166.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3831,3238225,2022-10-24,2022-10-24,15:23:27,15:32:00,25563.0,2990000.0,"8,550",163.9,166.1,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3832,3241536,2022-10-26,2022-10-26,15:45:27,15:49:00,7993.0,2252000.0,"3,550",164.2,166.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3833,3241959,2022-10-26,2022-10-26,16:54:28,16:57:00,5730.0,2262000.0,"2,533",164.3,166.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3834,3242020,2022-10-26,2022-10-26,17:03:32,17:11:00,17392.0,2329000.0,"7,467",163.5,165.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3835,3236468,2022-10-21,2022-10-21,17:10:28,17:13:01,6727.0,2638000.0,"2,550",163.0,165.3,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3836,3235667,2022-10-21,2022-10-21,15:39:28,15:45:02,15145.0,2721000.0,"5,567",176.1,178.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3837,3235872,2022-10-21,2022-10-21,16:05:28,16:19:02,48140.0,3548000.0,"13,567",164.4,167.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3838,3237494,2022-10-23,2022-10-23,10:23:22,10:58:38,74360.0,2109000.0,"35,267",175.5,177.6,A,2,A2,descending,Maastricht,Eindhoven,,11,E-D
3839,3241799,2022-10-26,2022-10-26,16:32:28,16:40:02,21790.0,2880000.0,"7,567",163.9,166.3,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3840,3241895,2022-10-26,2022-10-26,16:46:29,16:48:00,3185.0,2100000.0,"1,517",164.0,166.1,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3841,3241930,2022-10-26,2022-10-26,16:50:28,16:52:02,3133.0,2000000.0,"1,567",164.2,166.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3842,3235570,2022-10-21,2022-10-21,15:23:28,15:29:01,17583.0,3168000.0,"5,550",164.3,168.0,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3843,3237748,2022-10-24,2022-10-24,07:38:25,07:41:00,6070.0,2350000.0,"2,583",162.8,165.0,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3844,3242245,2022-10-26,2022-10-26,17:33:28,17:38:00,12042.0,2656000.0,"4,533",163.8,166.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3845,3236591,2022-10-21,2022-10-21,17:25:28,17:29:00,12350.0,3495000.0,"3,533",164.4,167.8,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3846,3237757,2022-10-24,2022-10-24,07:41:25,07:55:01,39807.0,2927000.0,"13,600",162.6,165.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3847,3242281,2022-10-26,2022-10-26,17:38:28,17:43:00,11425.0,2520000.0,"4,533",164.6,167.0,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3848,3240718,2022-10-25,2022-10-25,17:45:28,17:48:01,6090.0,2388000.0,"2,550",143.0,156.1,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),11,E-D
3849,3236200,2022-10-21,2022-10-21,16:43:28,16:45:02,3133.0,2000000.0,"1,567",166.4,168.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3850,3236406,2022-10-21,2022-10-21,17:02:28,17:05:02,6417.0,2500000.0,"2,567",164.4,166.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3851,3241097,2022-10-26,2022-10-26,07:53:26,07:55:01,3325.0,2100000.0,"1,583",163.8,165.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3852,3241476,2022-10-26,2022-10-26,15:24:27,15:39:00,45087.0,3099000.0,"14,550",164.3,166.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3853,3241514,2022-10-26,2022-10-26,15:40:27,15:42:02,4750.0,3000000.0,"1,583",164.9,167.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3854,3241607,2022-10-26,2022-10-26,15:58:28,16:00:03,3642.0,2300000.0,"1,583",164.5,166.8,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3855,3235804,2022-10-21,2022-10-21,15:56:28,16:02:02,12617.0,2266000.0,"5,567",181.5,183.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3856,3236214,2022-10-21,2022-10-21,16:44:28,16:46:02,3133.0,2000000.0,"1,567",163.4,165.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3857,3241686,2022-10-26,2022-10-26,16:15:28,16:17:00,3067.0,2000000.0,"1,533",164.6,166.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3858,3241749,2022-10-26,2022-10-26,16:24:28,16:27:01,6835.0,2680000.0,"2,550",164.4,166.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3859,3242193,2022-10-26,2022-10-26,17:25:28,17:33:01,18133.0,2402000.0,"7,550",164.3,166.3,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3860,3235811,2022-10-21,2022-10-21,15:57:28,15:59:01,5580.0,3600000.0,"1,550",164.7,168.3,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3861,3221966,2022-10-13,2022-10-13,09:23:27,09:29:00,15540.0,2800000.0,"5,550",163.6,166.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3862,3224028,2022-10-14,2022-10-14,08:09:26,08:12:02,7898.0,3038000.0,"2,600",175.9,178.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3863,3224910,2022-10-14,2022-10-14,15:46:28,15:48:00,3067.0,2000000.0,"1,533",163.3,165.3,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3864,3226354,2022-10-17,2022-10-17,07:00:24,07:02:01,3233.0,2000000.0,"1,617",174.7,176.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3865,3226358,2022-10-17,2022-10-17,07:02:24,07:04:02,3430.0,2100000.0,"1,633",175.1,177.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3866,3226740,2022-10-17,2022-10-17,08:15:27,08:20:02,14017.0,3058000.0,"4,583",179.3,181.8,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3867,3226655,2022-10-17,2022-10-17,08:03:26,08:56:00,194627.0,3702000.0,"52,567",163.3,165.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3868,3221771,2022-10-13,2022-10-13,08:52:27,08:56:03,9497.0,2638000.0,"3,600",179.6,182.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3869,3226941,2022-10-17,2022-10-17,08:57:27,09:01:01,11413.0,3200000.0,"3,567",163.2,166.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3870,3226948,2022-10-17,2022-10-17,09:01:26,09:03:00,3917.0,2500000.0,"1,567",164.3,166.8,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3871,3227254,2022-10-17,2022-10-17,15:54:26,15:57:00,6350.0,2474000.0,"2,567",163.5,165.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3872,3222792,2022-10-13,2022-10-13,16:34:29,16:36:02,3255.0,2100000.0,"1,550",164.7,166.8,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3873,3224334,2022-10-14,2022-10-14,13:18:27,13:24:02,12808.0,2294000.0,"5,583",163.9,166.3,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),11,E-D
3874,3228045,2022-10-18,2022-10-18,07:18:24,07:52:01,105427.0,3136000.0,"33,617",157.3,159.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3875,3227992,2022-10-18,2022-10-18,07:01:24,07:04:01,6143.0,2348000.0,"2,617",164.6,166.8,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3876,3228093,2022-10-18,2022-10-18,07:28:25,07:52:02,55587.0,2354000.0,"23,617",181.9,184.0,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3877,3224607,2022-10-14,2022-10-14,14:52:28,14:54:00,3527.0,2300000.0,"1,533",164.1,166.4,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),11,E-D
3878,3228160,2022-10-18,2022-10-18,07:37:25,08:41:01,278467.0,4378000.0,"63,600",175.0,178.1,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3879,3226368,2022-10-17,2022-10-17,07:05:24,07:26:00,68205.0,3311000.0,"20,600",175.8,178.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3880,3226535,2022-10-17,2022-10-17,07:46:25,07:49:01,5533.0,2128000.0,"2,600",177.7,179.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3881,3228268,2022-10-18,2022-10-18,07:51:26,07:55:02,8008.0,2225000.0,"3,600",173.9,176.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3882,3226286,2022-10-17,2022-10-17,06:34:22,06:48:01,52467.0,3844000.0,"13,650",158.6,161.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3883,3226539,2022-10-17,2022-10-17,07:47:25,08:14:02,78288.0,2941000.0,"26,617",181.1,183.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3884,3221820,2022-10-13,2022-10-13,08:59:27,09:20:03,76245.0,3701000.0,"20,600",164.4,168.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3885,3222181,2022-10-13,2022-10-13,12:30:26,13:22:22,187553.0,3611000.0,"51,933",165.8,169.5,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),11,E-D
3886,3222192,2022-10-13,2022-10-13,13:26:15,14:05:02,132902.0,3427000.0,"38,783",165.7,169.3,A,2,A2,descending,Maastricht,Eindhoven,,11,E-D
3887,3224620,2022-10-14,2022-10-14,14:54:28,15:15:02,58333.0,2836000.0,"20,567",164.2,166.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
3888,3228338,2022-10-18,2022-10-18,08:01:26,08:09:00,23617.0,3121000.0,"7,567",175.9,178.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),11,E-D
